window_ms,frames,fps,avg_latency_ms,max_latency_ms,dropped_frames,null_frames,read_failures
1005,1,0.995025,4.88502,4.88502,0,194,0
1000,20,20,2.18148,25.4814,0,0,0
1000,20,20,0.940197,1.30029,0,0,0
1000,29,29,1.18889,5.50933,0,0,0
1000,25,25,1.0984,1.46253,0,0,0
1000,22,22,1.0719,1.45312,0,0,0
1000,23,23,1.06786,1.53626,0,0,0
1000,20,20,1.10949,1.39076,0,0,0
1000,19,19,0.953149,1.54256,0,0,0
1000,20,20,0.976513,1.36301,0,0,0
1000,7,7,0.645793,1.27374,0,0,0
