window_ms,frames,fps,avg_latency_ms,max_latency_ms,dropped_frames,null_frames,read_failures
1000,1,1,0.843136,0.843136,0,196,0
1000,27,27,0.736476,1.08999,0,0,0
1000,30,30,0.813551,1.08852,0,0,0
1000,30,30,0.535248,1.09972,0,0,0
1000,30,30,0.675005,1.11172,0,0,0
1000,29,29,0.619492,1.08999,0,0,0
1000,30,30,0.654906,1.11326,0,0,0
1000,30,30,0.770641,1.10209,0,0,0
1000,30,30,0.683432,1.09179,0,0,0
1000,30,30,0.722733,1.07697,0,0,0
1000,29,29,0.562817,1.09223,0,0,0
1000,26,26,0.617872,1.07546,0,0,0
1000,15,15,0.505259,1.05271,0,0,0
1000,15,15,0.618669,1.06894,0,0,0
1000,15,15,0.731678,1.05825,0,0,0
1000,15,15,0.699632,1.08446,0,0,0
1000,15,15,0.619575,1.07585,0,0,0
1000,15,15,0.712865,1.06919,0,0,0
1000,15,15,0.617583,1.05402,0,0,0
1000,15,15,0.746597,1.08138,0,0,0
1000,15,15,0.653958,1.06305,0,0,0
1000,15,15,0.670054,1.08702,0,0,0
1000,15,15,0.636971,1.08775,0,0,0
1000,15,15,0.700176,1.09473,0,0,0
1000,15,15,0.804092,1.07441,0,0,0
1000,15,15,0.589543,1.09278,0,0,0
1000,14,14,0.646539,1.08132,0,0,0
1000,15,15,0.647401,1.06164,0,0,0
1000,15,15,0.670564,1.0786,0,0,0
1000,15,15,0.612733,1.08052,0,0,0
1000,15,15,0.611033,1.09636,0,0,0
1000,15,15,0.594036,1.07716,0,0,0
1000,15,15,0.710484,1.08887,0,0,0
1000,15,15,0.721813,1.09927,0,0,0
1000,15,15,0.672264,1.09287,0,0,0
1000,15,15,0.512497,1.07242,0,0,0
1000,15,15,0.800517,1.09022,0,0,0
1000,15,15,0.816176,1.07284,0,0,0
1000,15,15,0.742972,1.06778,0,0,0
1000,15,15,0.762958,1.0858,0,0,0
1000,15,15,0.7312,1.08206,0,0,0
1000,15,15,0.725284,1.08823,0,0,0
1000,15,15,0.593253,1.07115,0,0,0
1000,15,15,0.688898,1.10382,0,0,0
1000,15,15,0.515138,0.941284,0,0,0
1000,15,15,0.551496,1.02247,0,0,0
1000,15,15,0.363216,0.897506,0,0,0
1000,15,15,0.610429,1.07047,0,0,0
1000,14,14,0.786743,1.09668,0,0,0
1000,15,15,0.442865,1.0723,0,0,0
1000,15,15,0.698187,1.07025,0,0,0
1000,15,15,0.615225,1.06612,0,0,0
1000,15,15,0.655109,1.08158,0,0,0
1000,15,15,0.679313,1.09194,0,0,0
1000,13,13,0.556267,1.06321,0,0,0
