window_ms,frames,fps,avg_latency_ms,max_latency_ms,dropped_frames,null_frames,read_failures
1000,10,10,0.577327,1.08723,0,0,0
1000,10,10,0.576009,0.873884,0,0,0
1000,10,10,0.571577,0.960607,0,0,0
1000,10,10,0.449179,0.88966,0,0,0
1000,10,10,0.816996,1.10429,0,0,0
1000,10,10,0.680179,1.05475,0,0,0
1000,10,10,0.657954,1.08506,0,0,0
1000,10,10,0.639643,1.03312,0,0,0
1000,10,10,0.417184,0.967231,0,0,0
1000,10,10,0.576546,0.967103,0,0,0
1000,10,10,0.667503,1.02563,0,0,0
1000,10,10,0.463944,0.984575,0,0,0
1000,10,10,0.689977,0.990784,0,0,0
1000,10,10,0.421818,0.895101,0,0,0
1000,10,10,0.511866,0.831419,0,0,0
1000,10,10,0.491427,1.08954,0,0,0
1000,10,10,0.482665,0.759288,0,0,0
1000,10,10,0.61561,0.92723,0,0,0
1000,10,10,0.460658,1.06455,0,0,0
1000,10,10,0.510285,1.02349,0,0,0
1000,10,10,0.618282,1.04835,0,0,0
1000,10,10,0.532065,0.956191,0,0,0
1000,10,10,0.72545,1.06266,0,0,0
1000,10,10,0.721691,1.08311,0,0,0
1000,10,10,0.737348,1.05063,0,0,0
1000,10,10,0.514272,0.839866,0,0,0
1000,10,10,0.542299,1.06487,0,0,0
1000,10,10,0.462146,0.919038,0,0,0
1000,10,10,0.522365,0.835802,0,0,0
1000,10,10,0.450539,0.80889,0,0,0
1000,10,10,0.571756,1.0762,0,0,0
1000,10,10,0.390432,0.915486,0,0,0
1000,10,10,0.565561,1.1217,0,0,0
1000,10,10,0.531819,1.08003,0,0,0
1000,10,10,0.61624,1.02327,0,0,0
1000,10,10,0.448795,1.10199,0,0,0
1000,10,10,0.454315,1.07501,0,0,0
1000,10,10,0.400249,0.804409,0,0,0
1000,10,10,0.721393,1.07837,0,0,0
1000,10,10,0.570681,1.03136,0,0,0
1000,10,10,0.48182,0.921054,0,0,0
1000,10,10,0.743345,1.08103,0,0,0
1000,10,10,0.544232,1.10835,0,0,0
1000,10,10,0.312813,0.731063,0,0,0
1000,10,10,0.487439,0.739416,0,0,0
1000,10,10,0.616122,1.02688,0,0,0
1000,10,10,0.62987,1.05178,0,0,0
1000,10,10,0.549352,1.04346,0,0,0
1000,10,10,0.562716,0.987199,0,0,0
1000,10,10,0.675273,1.09485,0,0,0
1000,10,10,0.633957,1.07072,0,0,0
1000,10,10,0.581836,1.08391,0,0,0
1000,10,10,0.578595,1.10099,0,0,0
1000,10,10,0.520029,0.823035,0,0,0
1000,10,10,0.655026,0.996928,0,0,0
1000,10,10,0.588495,1.07741,0,0,0
1000,10,10,0.66084,1.024,0,0,0
1000,10,10,0.410336,1.0648,0,0,0
1000,10,10,0.592669,0.948191,0,0,0
1000,10,10,0.513262,1.08439,0,0,0
1000,10,10,0.709853,1.0208,0,0,0
1000,10,10,0.508407,1.03181,0,0,0
1000,10,10,0.41049,0.790361,0,0,0
1000,10,10,0.850174,3.46449,0,0,0
1000,10,10,0.533924,0.777881,0,0,0
1000,10,10,0.658908,1.04928,0,0,0
1000,10,10,0.832196,1.03079,0,0,0
1000,10,10,0.471154,1.01667,0,0,0
1000,10,10,0.61441,1.00032,0,0,0
1000,10,10,0.48327,0.835675,0,0,0
1000,10,10,0.585865,1.06103,0,0,0
1000,10,10,0.729543,1.0873,0,0,0
1000,10,10,0.563551,0.966623,0,0,0
1000,10,10,0.562252,1.00355,0,0,0
1000,10,10,0.77605,1.04835,0,0,0
1000,10,10,0.65253,1.06957,0,0,0
1000,10,10,0.748728,1.08195,0,0,0
1000,10,10,0.578447,1.06839,0,0,0
1000,10,10,0.509971,0.859355,0,0,0
1000,10,10,0.582912,1.00784,0,0,0
1000,10,10,0.459775,0.94307,0,0,0
1000,10,10,0.60746,1.07475,0,0,0
1000,10,10,0.641982,1.07235,0,0,0
1000,10,10,0.539953,0.969087,0,0,0
1000,10,10,0.757179,1.09242,0,0,0
1000,10,10,0.4542,0.981536,0,0,0
1000,10,10,0.409027,0.735735,0,0,0
1000,10,10,0.37318,1.00819,0,0,0
1000,10,10,0.563644,1.06256,0,0,0
1000,10,10,0.486073,0.973055,0,0,0
1000,10,10,0.571228,0.964351,0,0,0
1000,10,10,0.596701,1.04477,0,0,0
1000,10,10,0.478396,0.965023,0,0,0
1000,10,10,0.625316,1.05802,0,0,0
1000,10,10,0.422414,1.05479,0,0,0
1000,10,10,0.325924,0.617812,0,0,0
1000,10,10,0.521063,0.865339,0,0,0
1000,10,10,0.637704,1.07594,0,0,0
1000,10,10,0.468031,1.06579,0,0,0
1000,10,10,0.550197,0.981183,0,0,0
1000,10,10,0.573369,1.09664,0,0,0
1000,10,10,0.717437,1.05379,0,0,0
1000,10,10,0.700493,1.06477,0,0,0
1000,10,10,0.713885,1.43419,0,0,0
1000,10,10,0.711825,1.07203,0,0,0
1000,10,10,0.494467,1.04442,0,0,0
1000,10,10,0.382502,0.694711,0,0,0
1000,10,10,0.772047,1.08371,0,0,0
1000,10,10,0.422075,0.895709,0,0,0
1000,10,10,0.445825,0.888413,0,0,0
1000,10,10,0.687097,1.07175,0,0,0
