window_ms,frames,fps,avg_latency_ms,max_latency_ms,dropped_frames,null_frames,read_failures
1000,0,0,0,0,0,198,0
1000,8,8,67.6493,83.1419,0,46,0
1000,9,9,79.4005,84.7642,0,0,0
1000,10,10,84.9513,88.7502,0,0,0
1000,10,10,39.8429,97.8902,1,0,0
1000,10,10,12.5732,16.8475,0,0,0
1000,10,10,21.0336,24.5729,0,0,0
1000,10,10,30.3829,35.1413,0,0,0
1000,10,10,42.1035,51.8526,0,0,0
1000,10,10,48.4813,53.0059,0,0,0
1000,10,10,59.9628,74.5105,0,0,0
1000,10,10,68.2476,72.2123,0,0,0
1000,9,9,77.3464,80.6055,0,0,0
1000,10,10,85.607,88.772,0,0,0
1000,10,10,94.6896,99.5495,0,0,0
1000,10,10,6.84098,21.3754,1,0,0
1000,10,10,19.5531,29.3152,0,0,0
1000,10,10,21.9638,25.3288,0,0,0
1000,10,10,29.7613,33.7373,0,0,0
1000,10,10,39.1691,43.7787,0,0,0
1000,10,10,52.0811,61.0619,0,0,0
1000,10,10,69.0471,82.4685,0,0,0
1000,9,9,90.0812,98.5296,0,0,0
1000,10,10,67.6721,98.7992,1,0,0
1000,10,10,8.10213,12.05,0,0,0
1000,10,10,17.3535,25.3495,0,0,0
1000,10,10,30.9527,35.2333,0,0,0
1000,10,10,40.4095,44.862,0,0,0
1000,10,10,50.5122,54.3653,0,0,0
1000,10,10,59.2111,63.0173,0,0,0
1000,10,10,68.0175,71.7079,0,0,0
1000,10,10,77.0867,81.73,0,0,0
1000,7,7,85.8017,88.5108,0,0,0
