window_ms,frames,fps,avg_latency_ms,max_latency_ms,dropped_frames,null_frames,read_failures
1000,30,30,0.928253,1.09361,0,0,0
1000,30,30,0.730623,1.07691,0,0,0
1000,30,30,0.795009,1.10023,0,0,0
1000,30,30,0.680452,1.08769,0,0,0
1000,30,30,0.657599,1.09499,0,0,0
1000,30,30,0.706158,1.09655,0,0,0
1000,30,30,0.64067,1.09892,0,0,0
1000,30,30,0.638549,1.08596,0,0,0
1000,30,30,0.716707,1.09735,0,0,0
1000,30,30,0.660586,1.08772,0,0,0
1000,30,30,0.473919,1.06612,0,0,0
1000,30,30,0.59827,1.05985,0,0,0
1000,30,30,0.685676,1.08484,0,0,0
1000,30,30,0.660626,1.10145,0,0,0
1000,30,30,0.676051,1.11134,0,0,0
1000,30,30,0.58138,1.08996,0,0,0
1000,31,31,0.879166,1.08459,0,0,0
1000,30,30,0.752056,1.09204,0,0,0
1000,30,30,0.774275,1.07047,0,0,0
1000,30,30,0.572114,1.08119,0,0,0
1000,30,30,0.554657,1.09326,0,0,0
1000,30,30,0.707586,1.13617,0,0,0
1000,30,30,0.577953,1.2845,0,0,0
1000,29,29,0.686817,1.08939,0,0,0
1000,31,31,0.631496,1.0898,0,0,0
1000,30,30,0.586609,1.08433,0,0,0
1000,30,30,0.652997,1.08932,0,0,0
1000,30,30,0.712096,1.08292,0,0,0
1000,30,30,0.621737,1.09755,0,0,0
1000,30,30,0.552634,1.09928,0,0,0
1000,30,30,0.660623,1.07291,0,0,0
1000,30,30,0.689257,1.09681,0,0,0
1000,30,30,0.688866,1.11115,0,0,0
1000,30,30,0.670652,1.10161,0,0,0
1000,30,30,0.720042,1.09092,0,0,0
1000,30,30,0.76199,1.09073,0,0,0
1000,30,30,0.726646,1.11191,0,0,0
1000,30,30,0.669526,1.09867,0,0,0
1000,30,30,0.49154,1.06705,0,0,0
1000,30,30,0.573607,1.09486,0,0,0
1000,30,30,0.902402,1.10811,0,0,0
1000,30,30,0.577463,1.07575,0,0,0
1000,30,30,0.670867,1.08123,0,0,0
1000,30,30,0.629218,1.069,0,0,0
1000,30,30,0.641253,1.09512,0,0,0
1000,30,30,0.630303,1.09355,0,0,0
1000,30,30,0.638865,1.10091,0,0,0
1000,30,30,0.691882,1.07146,0,0,0
1000,30,30,0.684097,1.08948,0,0,0
1000,30,30,0.612929,1.09723,0,0,0
1000,30,30,0.646128,1.08043,0,0,0
1000,30,30,0.67512,1.07303,0,0,0
1000,30,30,0.606299,1.07281,0,0,0
1000,30,30,0.792829,1.09031,0,0,0
1000,30,30,0.657081,1.10475,0,0,0
1000,30,30,0.569897,1.09787,0,0,0
1000,30,30,0.75849,1.07598,0,0,0
1000,30,30,0.574392,1.08014,0,0,0
1000,30,30,0.63101,1.08391,0,0,0
1000,30,30,0.734137,1.10129,0,0,0
1000,30,30,0.514339,1.08903,0,0,0
1000,30,30,0.637618,1.08651,0,0,0
1000,30,30,0.620216,1.07588,0,0,0
1000,30,30,0.810851,1.09111,0,0,0
1000,30,30,0.834118,1.07825,0,0,0
1000,30,30,0.75358,1.09511,0,0,0
1000,30,30,0.704963,1.08219,0,0,0
1000,30,30,0.701861,1.08436,0,0,0
1000,30,30,0.700396,1.06951,0,0,0
1000,30,30,0.806847,1.09383,0,0,0
1000,30,30,0.579644,1.08727,0,0,0
1000,30,30,0.518378,1.08647,0,0,0
1000,30,30,0.582923,1.07262,0,0,0
1000,30,30,0.669594,1.07739,0,0,0
1000,30,30,0.730759,1.09361,0,0,0
1000,30,30,0.579844,1.1036,0,0,0
1000,30,30,0.738576,1.08967,0,0,0
1000,30,30,0.692455,1.08276,0,0,0
1000,30,30,0.681447,1.08183,0,0,0
1000,30,30,0.694537,1.07636,0,0,0
1000,30,30,0.669546,1.09851,0,0,0
1000,30,30,0.734307,1.08724,0,0,0
1000,30,30,0.668815,1.09767,0,0,0
1000,30,30,0.883113,1.09806,0,0,0
1000,30,30,0.697507,1.07742,0,0,0
1000,30,30,0.854739,1.10382,0,0,0
1000,30,30,0.676806,1.08795,0,0,0
1000,30,30,0.631686,1.08097,0,0,0
1000,30,30,0.797907,1.09838,0,0,0
1000,30,30,0.837557,1.10647,0,0,0
1000,30,30,0.727914,1.254,0,0,0
1000,30,30,0.819946,1.09899,0,0,0
1000,30,30,0.857045,1.10942,0,0,0
1000,30,30,0.793736,1.0923,0,0,0
1001,30,29.97,0.705388,1.06382,0,0,0
1000,30,30,0.771721,1.08727,0,0,0
1000,30,30,0.601944,1.07754,0,0,0
1000,30,30,0.716238,1.08414,0,0,0
1000,30,30,0.926452,1.09591,0,0,0
1000,30,30,0.815855,1.10129,0,0,0
1000,30,30,0.702039,1.09713,0,0,0
1000,30,30,0.648365,1.08411,0,0,0
1000,30,30,0.743769,1.08212,0,0,0
1000,30,30,0.761153,1.08449,0,0,0
1000,30,30,0.786781,1.09793,0,0,0
1000,30,30,0.854222,1.08638,0,0,0
1000,30,30,0.834562,1.09047,0,0,0
1000,30,30,0.668754,1.08654,0,0,0
1000,30,30,0.719476,1.08571,0,0,0
1000,30,30,0.798057,1.08993,0,0,0
1000,30,30,0.793453,1.09294,0,0,0
1000,30,30,0.785247,1.08023,0,0,0
1000,30,30,0.61846,1.08779,0,0,0
1000,30,30,0.652209,1.07348,0,0,0
1000,30,30,0.659633,1.09191,0,0,0
1000,30,30,0.748763,1.08807,0,0,0
1000,30,30,0.754481,1.08174,0,0,0
1000,30,30,0.698987,1.10686,0,0,0
1000,30,30,0.751011,1.07223,0,0,0
1000,31,31,0.644256,1.13403,0,0,0
1000,30,30,0.678306,1.08081,0,0,0
1000,29,29,0.891286,2.20594,0,0,0
1000,31,31,0.729114,1.36364,0,0,0
1000,30,30,0.659992,1.08759,0,0,0
1000,30,30,0.808505,1.08257,0,0,0
1000,30,30,0.73194,1.09076,0,0,0
1000,30,30,0.741068,1.09591,0,0,0
1000,30,30,0.697701,1.07451,0,0,0
1000,30,30,0.493122,1.05806,0,0,0
1000,30,30,0.591046,1.06308,0,0,0
1000,30,30,0.738125,1.08897,0,0,0
1000,30,30,0.56582,1.09182,0,0,0
1000,30,30,0.682633,1.07598,0,0,0
1000,30,30,0.720273,1.07524,0,0,0
1000,30,30,0.683288,1.06564,0,0,0
1000,30,30,0.688023,1.09479,0,0,0
1000,30,30,0.68712,1.07732,0,0,0
1000,30,30,0.525493,1.07876,0,0,0
1000,30,30,0.62473,1.11425,0,0,0
1000,30,30,0.6776,1.08542,0,0,0
1000,30,30,0.768097,1.08561,0,0,0
1000,30,30,0.665838,1.07998,0,0,0
1000,30,30,0.554992,1.08231,0,0,0
1000,30,30,0.635422,1.0907,0,0,0
1000,30,30,0.60244,1.04263,0,0,0
1000,30,30,0.673354,1.08561,0,0,0
1000,30,30,0.583194,1.07886,0,0,0
1000,30,30,0.800938,1.09265,0,0,0
1000,30,30,0.722888,1.08199,0,0,0
1000,30,30,0.737195,1.10103,0,0,0
1000,30,30,0.837917,1.06388,0,0,0
1000,30,30,0.588307,1.09966,0,0,0
1000,30,30,0.544995,1.07454,0,0,0
1000,30,30,0.600236,1.05825,0,0,0
1000,30,30,0.689261,1.08363,0,0,0
1000,30,30,0.694804,1.08465,0,0,0
1000,30,30,0.662622,1.07367,0,0,0
1000,30,30,0.63491,1.08817,0,0,0
1000,30,30,0.823859,1.09771,0,0,0
1000,30,30,0.757168,1.07924,0,0,0
1000,30,30,0.712724,1.08062,0,0,0
1000,30,30,0.581309,1.07483,0,0,0
1000,30,30,0.527798,1.07908,0,0,0
1000,30,30,0.54155,1.08075,0,0,0
1000,30,30,0.635269,1.08394,0,0,0
1000,30,30,0.657118,1.09399,0,0,0
1000,30,30,0.603498,1.08103,0,0,0
1000,30,30,0.515974,1.09566,0,0,0
1000,30,30,0.691592,1.08503,0,0,0
1000,30,30,0.613879,1.10183,0,0,0
1000,30,30,0.593318,1.09195,0,0,0
1000,30,30,0.685579,1.09905,0,0,0
1000,30,30,0.71053,1.081,0,0,0
1000,30,30,0.735849,1.09863,0,0,0
1000,30,30,0.856957,1.08481,0,0,0
1000,30,30,0.539301,1.0898,0,0,0
1000,30,30,0.658427,1.06273,0,0,0
1000,30,30,0.674817,1.10283,0,0,0
1000,30,30,0.630556,1.07809,0,0,0
1000,30,30,0.619652,1.0715,0,0,0
1000,30,30,0.632693,1.08772,0,0,0
1000,30,30,0.63312,1.08407,0,0,0
1000,30,30,0.641954,1.09591,0,0,0
1000,30,30,0.640542,1.08923,0,0,0
1000,30,30,0.623234,1.25054,0,0,0
1000,30,30,0.627419,1.08574,0,0,0
1000,30,30,0.801566,1.08548,0,0,0
1000,30,30,0.723303,1.08231,0,0,0
1001,30,29.97,0.841971,1.09947,0,0,0
1000,30,30,0.581557,1.0898,0,0,0
1000,30,30,0.442296,1.04478,0,0,0
1000,30,30,0.51671,1.10603,0,0,0
1000,30,30,0.859722,1.07297,0,0,0
1000,23,23,0.581967,1.13233,0,0,0
