window_ms,frames,fps,avg_latency_ms,max_latency_ms,dropped_frames,null_frames,read_failures
1000,0,0,0,0,0,197,0
1000,24,24,0.663528,3.43398,0,18,0
1000,30,30,0.622478,1.29813,0,0,0
1000,30,30,0.826961,1.63231,0,0,0
1000,30,30,0.659941,1.15969,0,0,0
1000,29,29,0.697478,1.12986,0,0,0
1000,30,30,0.689476,1.10983,0,0,0
1000,30,30,0.623572,1.16238,0,0,0
1000,30,30,0.771057,1.1578,0,0,0
1000,30,30,0.602789,1.11873,0,0,0
1000,30,30,0.608405,1.13502,0,0,0
1000,19,19,0.543234,1.09614,0,0,0
